"description","category"
"MEDICAL CARE IN PORTUGAL - PATIENT'S EVACUATION. Differentiated medical care when therapy resources in Mozambique are finished. Assure medical care to evacuated patients, promoting their internment and treatment in Portugal. Assure medical care to 50 patients per year evacuated from Mozambique (20 of those to cardiac surgery). Patients with chronicle kidney failure are not included, as they need hemodialysis, each evacuation case will be negotiated individually.","not_global_func"
"MEDICAL CARE IN PORTUGAL - PATIENT'S EVACUATION. Differentiated medical care when therapy resources in Mozambique are finished. Assure medical care to evacuated patients, promoting their internment and treatment in Portugal. Assure medical care to 50 patients per year evacuated from Mozambique (20 of those to cardiac surgery). Patients with chronicle kidney failure are not included, as they need hemodialysis, each evacuation case will be negotiated individually.","not_global_func"
"THE DIGITAL HEALTH INITIATIVE (DIGITAL SQUARE). Digital Square works to create a future where governments and decision-makers can access the information they need to ensure better health outcomes for all. The activity aims to perpetuate the pilot programs by aligning donors and the digital community around shared goals, supporting technical capacity in-country, coordinating and aligning investments around government priorities to achieve lasting impact, and promoting the reuse and adaptation of existing open-source digital health solutions. In Bangladesh, the activity will use FY17 funds to continue providing technical assistance to the Ministry of Health and Family Welfare (MoHFW) to maintain the operations of the digitized supply chain management systems developed by USAID in the last six years. Digital Square will work with a local Information Technology firm to assist MoHFW to maintain and use the system for procurement planning.","not_global_func"
"THE DIGITAL HEALTH INITIATIVE (DIGITAL SQUARE). Digital Square works to create a future where governments and decision-makers can access the information they need to ensure better health outcomes for all. The activity aims to perpetuate the pilot programs by aligning donors and the digital community around shared goals, supporting technical capacity in-country, coordinating and aligning investments around government priorities to achieve lasting impact, and promoting the reuse and adaptation of existing open-source digital health solutions. In Bangladesh, the activity will use FY17 funds to continue providing technical assistance to the Ministry of Health and Family Welfare (MoHFW) to maintain the operations of the digitized supply chain management systems developed by USAID in the last six years. Digital Square will work with a local Information Technology firm to assist MoHFW to maintain and use the system for procurement planning.","not_global_func"
"THE DIGITAL HEALTH INITIATIVE (DIGITAL SQUARE). Digital Square works to create a future where governments and decision-makers can access the information they need to ensure better health outcomes for all. The activity aims to perpetuate the pilot programs by aligning donors and the digital community around shared goals, supporting technical capacity in-country, coordinating and aligning investments around government priorities to achieve lasting impact, and promoting the reuse and adaptation of existing open-source digital health solutions. In Bangladesh, the activity will use FY17 funds to continue providing technical assistance to the Ministry of Health and Family Welfare (MoHFW) to maintain the operations of the digitized supply chain management systems developed by USAID in the last six years. Digital Square will work with a local Information Technology firm to assist MoHFW to maintain and use the system for procurement planning..","not_global_func"
"THE DIGITAL HEALTH INITIATIVE (DIGITAL SQUARE). Digital Square works to create a future where governments and decision-makers can access the information they need to ensure better health outcomes for all. The activity aims to perpetuate the pilot programs by aligning donors and the digital community around shared goals, supporting technical capacity in-country, coordinating and aligning investments around government priorities to achieve lasting impact, and promoting the reuse and adaptation of existing open-source digital health solutions. In Bangladesh, the activity will use FY17 funds to continue providing technical assistance to the Ministry of Health and Family Welfare (MoHFW) to maintain the operations of the digitized supply chain management systems developed by USAID in the last six years. Digital Square will work with a local Information Technology firm to assist MoHFW to maintain and use the system for procurement planning..","not_global_func"
"THE DIGITAL HEALTH INITIATIVE (DIGITAL SQUARE). Digital Square works to create a future where governments and decision-makers can access the information they need to ensure better health outcomes for all. The activity aims to perpetuate the pilot programs by aligning donors and the digital community around shared goals, supporting technical capacity in-country, coordinating and aligning investments around government priorities to achieve lasting impact, and promoting the reuse and adaptation of existing open-source digital health solutions. In Bangladesh, the activity will use FY17 funds to continue providing technical assistance to the Ministry of Health and Family Welfare (MoHFW) to maintain the operations of the digitized supply chain management systems developed by USAID in the last six years. Digital Square will work with a local Information Technology firm to assist MoHFW to maintain and use the system for procurement planning..","not_global_func"
"THE DIGITAL HEALTH INITIATIVE (DIGITAL SQUARE). Digital Square works to create a future where governments and decision-makers can access the information they need to ensure better health outcomes for all. The activity aims to perpetuate the pilot programs by aligning donors and the digital community around shared goals, supporting technical capacity in-country, coordinating and aligning investments around government priorities to achieve lasting impact, and promoting the reuse and adaptation of existing open-source digital health solutions. In Bangladesh, the activity will use FY17 funds to continue providing technical assistance to the Ministry of Health and Family Welfare (MoHFW) to maintain the operations of the digitized supply chain management systems developed by USAID in the last six years. Digital Square will work with a local Information Technology firm to assist MoHFW to maintain and use the system for procurement planning..","not_global_func"
"AC_679_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"CVCA_89_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"AC_89_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"CVCA_589_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"CVCA_679_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"CVCA_498_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"AC_498_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"AC_589_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"AC_998_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"AC_789_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"CVCA_789_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"CVCA_998_DISABILITY AND REHABILITATION_12110. Disability and rehabilitation","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Disease surveillance, alert and response to control disease outbreaks and epidemics in North Eastern Nigeria","Epidemic_Pandemic_Prep"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Disease surveillance, monitoring of health services capacities and coordination of response to control outbreaks and epidemics in North Eastern Nigeria","Epidemic_Pandemic_Prep"
"IMPROVING MICROPHAGE INNATE IMMUNITY BY MODULATING PROTEIN TYROSINE PHOSPHATASES: THE COMPLETE MOUSE AND HUMAN PTPOMES. Diseases that result from an infection are most often resolved by cells that use an immune response to clear foreign agents. These cells include macrophages, which are the predominant type of cell that eliminates infectious agents in a process called phagocytosis, or eating the foreign particles. There are two specialized subsets of macrophages: pro-inflammatory and anti-inflammatory macrophages. This research focuses on the pro-inflammatory macrophages, also called M1, which are responsible for triggering an immune response against infectious agents to promote their killing.This project investigates the therapeutic potential of inhibiting a class of proteins named protein tyrosine phosphatases (PTPs) to treat infectious diseases. Recent findings suggest that mice in which PTP-RO is inhibited have an increased number of macrophages in the bone marrow, while PTP-1B leads to a pro-inflammatory response in macrophages. The authors hypothesize that certain PTPs favour the generation of the pro-inflammatory M1 macrophages, thereby regulating the functions leading to promoting immune surveillance and killing of infectious agents. The project proposes that regulating the expression and activity of these PTPs may improve the function of these macrophages and promote better anti-pathogenic responses. The research will improve understanding of infectious disease progression and contribute to the development of new methods of treatment for infectious diseases by regulating specific PTPs. The project is led in Canada by McGill University, with the collaboration of the Weizmann Institute (Israel) and the University of Hyderabad (India). This project was selected and approved for funding through the second research competition of the Joint Canada-Israel Health Research Program, a partnership between Canada's International Development Research Centre, the Canadian Institutes for Health Research, the Israel Science Foundation, and the Azrieli Foundation. This 7-year, $35M Canadian-Israeli effort draws on the unique scientific strengths of both countries and facilitates networking opportunities with peers from Africa, Asia, and Latin America. All projects include a plan for integrating researchers from low- and middle-income countries that will establish long-term scientific relationships.","Knowledge_Gen_Sharing"
"DISTRIBUTION OF 17,100 FOOD BASKETS + 3,500 BAG OF SUGAR IN THE GOVERNORATES OF ADEN / ABYAN / DALI / LAHJ / TAIZ / SHABWA. Distribution of 17,100 food baskets + 3,500 bag of sugar in the governorates of Aden / Abyan / Dali / Lahj / Taiz / Shabwa","not_global_func"
"SCIENTIFIC COOPERATION WITH OTHER COUNTRIES (NOT INCLUDED IN OTHER AREAS). DNA Biochip for on-site water pathogen detection including viability and antibiotic resistance testing, project part of Food GmbH Jena Analytik-Consulting - Research funding with particular importance for developing countries / knowledge transfer","Knowledge_Gen_Sharing"
"DEVELOMENT OF NEW TREATMENTS AGAINST HUMAN AFRICAN TRYPANOSOMIASIS (HAT). DNDi is a virtual non-profit drug R&D organization set up in 2003 to develop new treatments against the most neglected communicable diseases. With support from Norad, DNDi aims to contribute key new tools for a simplified HAT control and management strategy, towards reaching the WHO targets for HAT. Specifically, DNDi aims to develop and register two new drugs for the treatment of stage 1 and stage 2 HAT caused by T.b. gambiense and ideally also by T.b. rhodesiense.","not_global_func"
"DOD HIV/AIDS PREVENTION PROGRAM (DHAPP) - TECHNICAL LEADERSHIP AND SUPPORT: STRATEGIC INFORMATION/EVALUATION. DOD HIV/AIDS Prevention Program (DHAPP) - Technical Leadership and Support: Strategic Information/Evaluation","Control_Cross_Border_Disease"
"DISTRIBUTION OF A HANDHELD DEVICE THAT AUTHENTIFICATES ANTIMALARIA DRUGS. doing a research on antimalaria drugs certified by the government of Myanmar and best-selling fake drugs","Knowledge_Gen_Sharing"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Drought Emergency Response (DER) in Somalia (Cash alliance - 2017)","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Drought Emergency Response (DER) in Somalia (Cash alliance - 2017)","not_global_func"
"OFDA-2014-CRS. Drought response and recovery - livestock and Ag/FS, water point rehabilitation and hygiene, SILCs","not_global_func"
"DSO FONDS VOOR PDP'S III. DSO Fonds voor Product Development Partnerships (PDPs) III","not_global_func"
"UNDP - STRENGTHENING DISASTER RISK GOVERNANCE IN TAJIKISTAN (SDRGT). Due to frequent occurrence of natural disasters the Government has endorsed number of laws and regulations, and developed relevant structure for DRM. However, the disaster risk governance requires further improvement. The project will assist the Government to expand approaches to risk governance at the national level involving the Government, civil society and the international community and improving local risk governance using risk assessments and risk informed land use planning targeting land owners and users.","not_global_func"
"ESTABLISHMENT OF A REGIONAL QUALITY INFRASTRUCTURE FOR THE PHARMACEUTICAL SECTOR. During the past few years, a pharmaceutical industry has developed in East Africa which pro-duces not only generics but also pharmaceutical products it has developed on its own. On the one hand, the pharmaceutical sector thus contributes to improved medical care for the popu-lation and, on the other hand, imports of pharmaceutical products could be reduced. Most pharmaceutical enterprises, however, are only allowed to produce for their own domestic market. They are excluded from tendering for the large-scale orders of donors (such as the WHO or the Global Fund) because they cannot prove that they will comply with the respec-tive quality standards. For the approval and market surveillance of pharmaceuticals in the member states of the East African Community (EAC), special regulatory authorities and control laboratories are responsible whose technical capability and staff do not suffice to protect the market effectively from qualitatively insufficient products.","not_global_func"
"EBOLA EMERGENCY GRANT FOR CASH VOUCHERS, AGRICULTURAL VOUCHERS, AND FOOD DISTRIBUTION TO MOST VULNERABLE. Ebola Emergency grant for cash vouchers, agricultural vouchers, and food distribution to most vulnerable","not_global_func"
"EBOLA EMERGENCY GRANT FOR CASH VOUCHERS, AGRICULTURAL VOUCHERS, AND FOOD DISTRIBUTION TO MOST VULNERABLE. Ebola Emergency grant for cash vouchers, agricultural vouchers, and food distribution to most vulnerable","not_global_func"
"EBOLA JOINT NGOS OLV OXFAM. Ebola Joint NGOs olv Oxfam","Epidemic_Pandemic_Prep"
"HUMANITARIAN ASSISTANCE - EBOLA RESPONSE ACTIVITIES. Ebola Response Activities through the Department of Defense's Overseas Humanitarian, Disaster and Civic Aid (OHDACA)","Epidemic_Pandemic_Prep"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Ebola Response Interagency Stewardship","Epidemic_Pandemic_Prep"
"ECHO/-AF/EDF/2015/01021 WASH EMERGENCY RESPONSE IN COMMUNITIES HOSTING IDPS AND IN IDP CAMPS, MAIDUGURI, BORNO STATE, NIGERIA. ECHO/-AF/EDF/2015/01021 WASH emergency response in communities hosting IDPs and in IDP camps, Maiduguri, Borno State, Nigeria","not_global_func"
"ECHO/-AF/EDF/2017/01009 - EMERGENCY RESPONSE AND PREPAREDNESS FOR SOUTH SUDANESE REFUGEES IN KARIO AND AL NIMIR CAMPS IN EAST DARFUR STATE. ECHO/-AF/EDF/2017/01009 - Emergency response and preparedness for South Sudanese Refugees in Kario and Al Nimir camps in East Darfur State","not_global_func"
"ECHO/-AF/EDF/2017/01026 - STRENGTHENING EPIDEMIC PREPAREDNESS AND RESPONSE TO REDUCE EXCESS MORBIDITY AND MORTALITY AMONG THE EMERGENCY AFFECTED POPUL. ECHO/-AF/EDF/2017/01026 - Strengthening epidemic preparedness and response to reduce excess morbidity and mortality among the emergency affected populations of South Sudan","Epidemic_Pandemic_Prep"
"ECHO/-CF/EDF/2015/01010 - EMERGENCY RESPONSE TO NUTRITION CRISIS IN FAR NORTH REGION IN CAMEROON. ECHO/-CF/EDF/2015/01010 - Emergency response to nutrition crisis in far North region in Cameroon","not_global_func"
"ECHO/-HF/EDF/2015/01018. ECHO/-HF/EDF/2015/01018 - Emergency Response on scabies outbreak for Affected Communities in Amhara, Tigray and oromia Regions","Epidemic_Pandemic_Prep"
"ECHO/-HF/EDF/2015/01021 - MULTI-SECTORAL EMERGENCY RESPONSE FOR VULNERABLE COMMUNITIES OF 6 WOREDAS OF WAG HIMRA ZONE, AMHARA REGION, ETHIOPIA. ECHO/-HF/EDF/2015/01021 - Multi-sectoral emergency response for vulnerable communities of 6 woredas of Wag Himra Zone, Amhara Region, Ethiopia","not_global_func"
"ECHO/-HF/EDF/2015/01023 - REDUCING THE IMPACT OF EL NINO PHENOMENA THROUGH LIVELIHOOD AND WASH EMERGENCY RESPONSE IN THE DROUGHT AFFECTED AREAS OF KIB. ECHO/-HF/EDF/2015/01023 - Reducing the impact of El Nino phenomena through livelihood and Wash emergency response in the drought affected areas of Kibati/Zone 2, Afar Region","not_global_func"
"ECHO/-HF/EDF/2015/01025 SEED EMERGENCY RESPONSE WITH THE GOVERNMENT OF ETHIOPIA (SERGE) PROJECT. ECHO/-HF/EDF/2015/01025 Seed Emergency Response with the Government of Ethiopia (SERGE) Project","not_global_func"
"ECHO/-SF/EDF/2015/01017 - EMERGENCY RESPONSE TO SUPPORT VULNERABLE PERSONS AFFECTED BY EL NINO IN THE GREAT SOUTH OF MADAGASCAR. ECHO/-SF/EDF/2015/01017 - Emergency response to support vulnerable persons affected by El Nino in the Great South of Madagascar","not_global_func"
"COMMON DISEASES. EDCTP - Strengthening tuberculosis research in Africa - clinical trials - Medical research of particular importance for Developing Countries","Knowledge_Gen_Sharing"
"COMMON DISEASES. EDCTP HIV Treatment FATI-1 - Dose finding study for fozivudine (FZD) as first- and second-line treatment to replace zidovudine (AZT) in Cote d'Ivoire and Tanzania - Medical research of particular importance for Developing Countries","Knowledge_Gen_Sharing"
"EDUCATION IN EMERGENCIES; EVIDENCE FOR ACTION- STRATEGIC PARTNERSHIP & RESEARCH COMPONENT. Education in Emergencies; Evidence for Action- Strategic Partnership & Research component","not_global_func"
"EDUCATION IN EMERGENCIES; EVIDENCE FOR ACTION- STRATEGIC PARTNERSHIP & RESEARCH COMPONENT. Education in Emergencies; Evidence for Action- Strategic Partnership & Research component","not_global_func"
"EDUCATION IN EMERGENCIES; EVIDENCE FOR ACTION- STRATEGIC PARTNERSHIP & RESEARCH COMPONENT. Education in Emergencies; Evidence for Action- Strategic Partnership & Research component","not_global_func"
"EDUCATION IN EMERGENCIES; EVIDENCE FOR ACTION- STRATEGIC PARTNERSHIP & RESEARCH COMPONENT. Education in Emergencies; Evidence for Action- Strategic Partnership & Research component","not_global_func"
"EDUCATION IN EMERGENCIES; EVIDENCE FOR ACTION- STRATEGIC PARTNERSHIP & RESEARCH COMPONENT. Education in Emergencies; Evidence for Action- Strategic Partnership & Research component","not_global_func"
"CHRONIC KIDNEY OF UNKNOWN ETIOLOGY IN CENTRAL AMERICA AND ASIA - IS IT THE SAME DISEASE?. Eflornithine is one of only three main-stay drugs registered for the treatment of late-stage human African trypanosomiasis, a uniformly fatal disease if left untreated. Eflornithine is currently recommended as a first line treatment, but due to its complicated intravenous administration, numerous patients are left untreated. A simplified mode of administration would enable more patients having access to treatment. Eflornithine is available as a racemate, a 50:50 mixture of its complementary stereoisomers. L-eflornithine is about 10-20-fold more potent but its absorption after oral dose is less favoured compared with D-eflornithine. The project will explore by non-clinical in vitro, in vivo and pharmacometric methods, a simplified, oral treatment alternative for eflornithine chemotherapy in late-stage T.b. gambiense sleeping sickness by seeking ways to improve the oral absorption of L-eflornithine.","not_global_func"
"COMMUNITY-BASED INTERVENTIONS FOR STRENGTHENING ADOLESCENT SEXUAL REPRODUCTIVE HEALTH AND RIGHTS: HOW CAN THEY BE INTEGRATED AND SUSTAINED? A MULTIPLE. Eflornithine is one of only three main-stay drugs registered for the treatment of late-stage human African trypanosomiasis, a uniformly fatal disease if left untreated. Eflornithine is currently recommended as a first line treatment, but due to its complicated intravenous administration, numerous patients are left untreated. A simplified mode of administration would enable more patients having access to treatment. Eflornithine is available as a racemate, a 50:50 mixture of its complementary stereoisomers. L-eflornithine is about 10-20-fold more potent but its absorption after oral dose is less favoured compared with D-eflornithine. The project will explore by non-clinical in vitro, in vivo and pharmacometric methods, a simplified, oral treatment alternative for eflornithine chemotherapy in late-stage T.b. gambiense sleeping sickness by seeking ways to improve the oral absorption of L-eflornithine.","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency and General Surgery in War Affected Areas, Iraq","not_global_func"
"CVCA_589_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"AC_679_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"AC_789_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"AC_89_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"CVCA_89_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"CVCA_298_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"AC_298_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"CVCA_998_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"AC_998_EMERGENCY CORE SERVICES_74010. Emergency Core Services","not_global_func"
"CVCA_679_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"CVCA_589_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_380_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_889_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_789_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"CVCA_298_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"CVCA_498_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_679_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"CVCA_89_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_89_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_498_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_298_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_589_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"CVCA_998_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"AC_998_EMERGENCY OPERATIONS_72050. Emergency operations","not_global_func"
"HUMANITARIAN ASSISTANCE - EMERGENCY RESPONSE (FOOD, NFI). Emergency Response (Food, NFI) for households affected by the Freetown Landslide/Flooding, Sierra Leone","not_global_func"
"HUMANITARIAN ASSISTANCE - EMERGENCY RESPONSE, PREPAREDNESS. Emergency response (WASH, health and nutrition) and preparedness for South Sudanese refugees in South Sudan and neighbouring countries (Uganda, DRC)","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response and Refugee Support Programme in South Sudan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response and Refugee Support Programme in South Sudan","not_global_func"
"EMERGENCY RESPONSE FOR CRISIS AFFECTED COMMUNITIES IN ALEPPO. Emergency response for crisis affected communities in Aleppo","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response for Disaster Affected communities in Somalia (ERDAC)","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response for Displaced Households in Northeast Nigeria","not_global_func"
"EMERGENCY RESPONSE FOR HUMANITARIAN ASSISTANCE IN 2017 IN GAZA. Emergency Response for Humanitarian Assistance in 2017 in Gaza","not_global_func"
"HUMANITARIAN ASSISTANCE - EMERGENCY RESPONSE. Emergency Response for the Drought Affected Communities in Kenya","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response in Nigeria - Addressing Critical Humanitarian Needs of IDPs and returnees through a Rapid Response Mechanism in Northeastern Nigeria","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) III in Ethiopia","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) in Afghanistan","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) V in Ethiopia","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) V in Ethiopia","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) V in Ethiopia","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism (ERM) V in Ethiopia","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Mechanism in Afghanistan","not_global_func"
"EMERGENCY RESPONSE FOR S.SUDAN. Emergency Response Planning for South Sudanese Refugee influx in Uganda communities","not_global_func"
"HUMANITARIAN ASSISTANCE - EMERGENCY RESPONSE PREPAREDNESS. Emergency Response Preparedness Asia - Pacific","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response Program for Conflict Affected Populations in Iraq","not_global_func"
"EMERGENCY RESPONSE TELECOMUNICATIONS. Emergency response telecommunications capability that can be deployed to support a disaster response","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to Conflict-Affected Populations in North Darfur and Refugee and Host Community Populations in East Darfur","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to Conflict-Affected Populations in North Darfur and Refugee and Host Community Populations in East Darfur","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to Displacement Affected Communities in Arua district, West Nile Region of Uganda.","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to Displacement Affected Communities in Arua district, West Nile Region of Uganda.","not_global_func"
"EMERGENCY RESPONSE TO DROUGHT CONDITIONS IN SOMALIA THROUGH ACCESS TO CLEAN WATER, SANITATION AND HYGIENE SERVICES. Emergency response to drought conditions in Somalia through access to clean water, sanitation and hygiene services","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency response to plague outbreak in Madagascar","Epidemic_Pandemic_Prep"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to reduce morbidity and mortality associated with critical rates of Global Acute Malnutrition amongst under-five children in Maidan area of Ghor province","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to Remote Vulnerable Drought-Dzud Affected Herder Populations of Eastern Aimags, Mongolia","not_global_func"
"EMERGENCY RESPONSE TO SAFEGUARD LIVES AND LIVESTOCK-BASED LIVELIHOODS IN DROUGHT-AFFECTED PASTORAL COMMUNITIES OF SOMALI REGION IN SOUTH-EASTERN ETHI. Emergency Response to Safeguard Lives and Livestock-Based Livelihoods in Drought-Affected Pastoral Communities of Somali Region in South-Eastern Ethiopia.","not_global_func"
"DISASTER PREPAREDNESS. Emergency Response to Strengthen Coping Strategies of Vulnerable Communities in Northern Kenya.","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to Strengthen Coping Strategies of Vulnerable Communities in Northern Kenya.","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to support refugees and asylums seekers under UNHCR mandate in Thailand, Malaysia and Indonesia.","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to support refugees and asylums seekers under UNHCR mandate in Thailand, Malaysia and Indonesia.","not_global_func"
"HUMANITARIAN AID AND FOOD ASSISTANCE. Emergency Response to Support UNHCR Mandate Refugee Status Determination in Thailand.","not_global_func"
"EMERGENCY RESPONSE TO THE ACUTE FOOD INSECURITY NEEDS OF DROUGHT-AFFECTED RURAL PEOPLE IN SOMALIA. Emergency response to the acute food insecurity needs of drought-affected rural people in Somalia","not_global_func"
"EMERGENCY RESPONSE TO THE HEALTH IMPACT OF THE DROUGHT IN DPRK BY PROVIDING ESSENTIAL MEDICINES AND CRITICAL LIFE-SAVING EQUIPMENT. Emergency response to the health impact of the drought in DPRK by providing essential medicines and critical life-saving equipment","not_global_func"
"FJ TC WINSTON EARLY RESPONSE. Emergency Response to Tropical Cyclone Winston in South Pacific. This is part and partial of early recovery and rapid return to sustainable development pathwys are achieved in post conflict and post disaster settings","not_global_func"
"EMERGENCY RESPONSE CAMEROON. Emergency response WASH, GBV and livelihood","not_global_func"
"EMERGENCY RESPONSE NIGERIA. Emergency response WASH, GBV and livelihood","not_global_func"
"EMERGENCY RESTORATION OF FOOD SECURITY AND PRODUCTIVE CAPACITY OF AFFECTED FAMILY FARMERS OF TAMBO GRANDE DISTRICT IN THE PROVINCE OF PIURA. Emergency restoration of food security and productive capacity of affected family farmers of Tambo Grande District in the Province of Piura","not_global_func"
"EMERGENCY SEED SUPPORT TO SMALLHOLDER DROUGHT-AFFECTED FARMERS IN ETHIOPIA. Emergency Seed Support to Smallholder drought-affected Farmers in Ethiopia","not_global_func"
