,Year,DonorName,RecipientName,ProjectTitle,PurposeCode,ShortDescription,LongDescription,USD_Disbursement_Defl
1889,2019,United States,Yemen,"Humanitarian Assistance - provide Ag/FS, ERMS, and WASH humanitarian assistance in Yemen.",72050,"HUMANITARIAN ASSISTANCE - PROVIDE AG/FS, ERMS, AND WASH HUMANITARIAN ASSISTANCE IN YEMEN.","72050. Humanitarian Assistance - provide Ag/FS, ERMS, and WASH humanitarian assistance in Yemen.. HUMANITARIAN ASSISTANCE - PROVIDE AG/FS, ERMS, AND WASH HUMANITARIAN ASSISTANCE IN YEMEN.. To provide Ag/FS, ERMS, and WASH humanitarian assistance in Yemen.",3.012226
1890,2019,United States,Ghana,Global Health Supply Chain - Procurement and Supply Management (GSHC-PSM) IDIQ - Family Planning/Reproductive Health (PRH) Task Order,13030,GLOBAL HEALTH SUPPLY CHAIN - PROCUREMENT AND SUPPLY MANAGEMENT (GSHC-PSM) IDIQ - FAMILY PLANNING/REPRODUCTIVE HEALTH (PRH) TASK ORDER,"13030. Global Health Supply Chain - Procurement and Supply Management (GSHC-PSM) IDIQ - Family Planning/Reproductive Health (PRH) Task Order. GLOBAL HEALTH SUPPLY CHAIN - PROCUREMENT AND SUPPLY MANAGEMENT (GSHC-PSM) IDIQ - FAMILY PLANNING/REPRODUCTIVE HEALTH (PRH) TASK ORDER. Building on decades of USAIDs work procuring health commodities and strengthening supply chains, the Global Health Supply Chain-Procurement and Supply Management project is working to transform global and national supply chains for health commodities. The project integrates two former USAID programs into one efficient supply chain that serves many of the worlds most vulnerable and difficult-to-reach communities. The project is designed to meet todays critical global health challenges  eliminating HIV and AIDS, providing universal malaria coverage, and helping women meet their family planning and reproductive health needs. By bringing together advanced technical solutions, a team of highly qualified experts, and proven commercial processes and principles, USAID Global Health Supply Chain works to reduce costs and increase efficiencies in global and national supply chains. In addition to optimizing supply chains, the project is strengthening national supply chain systems and fostering collaboration among supply chain stakeholders worldwide.",0
1891,2019,United States,Mozambique,Global Health Supply Chain - Procurement and Supply Management (GSHC-PSM) IDIQ - Malaria Task Order,12262,GLOBAL HEALTH SUPPLY CHAIN - PROCUREMENT AND SUPPLY MANAGEMENT (GSHC-PSM) IDIQ - MALARIA TASK ORDER,"12262. Global Health Supply Chain - Procurement and Supply Management (GSHC-PSM) IDIQ - Malaria Task Order. GLOBAL HEALTH SUPPLY CHAIN - PROCUREMENT AND SUPPLY MANAGEMENT (GSHC-PSM) IDIQ - MALARIA TASK ORDER. To provide USAID Missions, Bureaus and operating units with a worldwide mechanism to support the Presidents Malaria Initiatives and USAIDs goal of reducing the burden of malaria and supporting related activities pursuant to USAIDs maternal and child health and other infectious disease goals. It will primarily support USAIDs implementation of malaria programs through the procurement, management and delivery of high quality, safe and effective malaria commodities; the provision of on-the-ground logistics, supply  chain and related systems strengthening technical assistance and implementation capacity; and provide technical leadership to strengthen the global, demand, financing and introduction of existing and future malaria commodities.",11.641908
1892,2019,United States,"Bilateral, unspecified","MPii: Project POWER - Scalable, Effective Delivery of Microbicides and PrEP for Young Women in Kenya and South Africa",13040,"MPII: PROJECT POWER - SCALABLE, EFFECTIVE DELIVERY OF MICROBICIDES AND PREP FOR YOUNG WOMEN IN KENYA AND SOUTH AFRICA","13040. MPii: Project POWER - Scalable, Effective Delivery of Microbicides and PrEP for Young Women in Kenya and South Africa. MPII: PROJECT POWER - SCALABLE, EFFECTIVE DELIVERY OF MICROBICIDES AND PREP FOR YOUNG WOMEN IN KENYA AND SOUTH AFRICA. Part of the microbicide product introduction initiative (MPii), project POWER will develop and evaluate effective, scalable strategies that are context-specific and gender responsive for closing critical gaps in microbicide and PrEP delivery for African women in high HIV incidence settings. It uses multidisciplinary methods to understand womens preferences for using microbicides and PrEP. It will conduct demonstration projects with strategic pilots of delivery strategies, first with oral PrEP, given the anticipated timeline of availability of topical microbicides, and then rapidly transitioning to a menu of microbicide and PrEP options. Using a gender-focused approach, we will characterize choice, uptake, early adherence, and identify cost-effective delivery models, including assessment.of repeat HIV testing, decision-making within partnerships, and the interface with reproductive health services. All activities will include results dissemination, sharing of lessons learned, and provision of technical assistance, facilitating success for delivery of high-impact prevention for women and leveraging collaborations across this APS. POWER is awarded to University of Washington in collaboration with its partners, KEMRI, Desmond Tutu HIV Foundation, Wits RHI, Research Triangle Institute, Carnegie Mellon University and Massachusetts General Hospital..",1.872736
1893,2019,United States,Ukraine,Macro Grant to UN Office for the Coordination of Humanitarian Affairs (UNOCHA),72010,MACRO GRANT TO UN OFFICE FOR THE COORDINATION OF HUMANITARIAN AFFAIRS (UNOCHA),72010. Macro Grant to UN Office for the Coordination of Humanitarian Affairs (UNOCHA). MACRO GRANT TO UN OFFICE FOR THE COORDINATION OF HUMANITARIAN AFFAIRS (UNOCHA). Macro Grant to UN Office for the Coordination of Humanitarian Affairs (UNOCHA),0
1894,2019,United States,Cambodia,PREDICT II,12250,PREDICT II,"12250. PREDICT II. PREDICT II. The PREDICT-2 project will assist focus countries in monitoring viruses with pandemic potential as well as behaviors, practices, and conditions associated with viral evolution, spillover, amplification and spread. In addition, PREDICT 2 will improve predictive modeling to better focus surveillance and use surveillance and other data to support policy change and begin developing risk- mitigation strategies to reduce the risk of animal viruses spilling over, amplifying, and spreading in human populations. Implementing partners for PREDICT-2 are University of California-Davis, EcoHealth Alliance, Metabiota, Smithsonian Institution, and Wildlife Conservation Society..",0.938925
1895,2019,United States,Indonesia,Program to Extend Scholarship and Training to Achieve Sustainable Impacts (PRESTASI 3),13020,PROGRAM TO EXTEND SCHOLARSHIP AND TRAINING TO ACHIEVE SUSTAINABLE IMPACTS (PRESTASI 3),"13020. Program to Extend Scholarship and Training to Achieve Sustainable Impacts (PRESTASI 3). PROGRAM TO EXTEND SCHOLARSHIP AND TRAINING TO ACHIEVE SUSTAINABLE IMPACTS (PRESTASI 3). A key component of the U.S. governments development program in Indonesia has always been training, and the support for both short and long-term exchange opportunities continues to be powerful tool in helping individuals, organizations, and institutions acquire the knowledge, skills, and capacity to support Indonesias on-going development. Program to Extend Scholarships and Training to Achieve Sustainable Impacts (PRESTASI) provides opportunities for Indonesians to earn Master degrees in selected fields primarily from a university in the U.S. PRESTASI is open to all Indonesians who meet the requirements. Participants targeted for USAID PRESTASI Scholarship Program are: emerging leaders, local NGO representative, public and private sector institutions, female participants are encouraged to apply, Disable participants are encouraged to apply, and Under-represented and disadvantaged areas.  The goal of this program is to improve the performance and leadership skills of Indonesian professionals, which, in turn will help to promote development in the country. Specifically, PRESTASI will provide training and technical services required to strengthen and expand the base of skilled, high-performing professionals and institutions in Indonesias public and private sector.",0.225568
1896,2019,United States,"South of Sahara, regional",Maternal and Child Survival Program (MCSP - formerly RMNCH),12262,MATERNAL AND CHILD SURVIVAL PROGRAM (MCSP - FORMERLY RMNCH),"12262. Maternal and Child Survival Program (MCSP - formerly RMNCH). MATERNAL AND CHILD SURVIVAL PROGRAM (MCSP - FORMERLY RMNCH). The United States Agency for International Developments (USAID) Bureau for Global Healths flagship Maternal and Child Survival Program (MCSP) focuses on 25 high-priority countries with the ultimate goal of preventing child and maternal deaths. The Program is introducing and supporting high-impact, sustainable reproductive, maternal, newborn and child health (RMNCH) interventions in partnership with ministries of health and other partners. MCSP places a greater emphasis on key cross-cutting issues such as innovation, e/mHealth, equity, quality, gender, public-private partnerships and involvement of civil society, community approaches, health systems strengthening, and behavior change interventions. While maintaining a focus on technical, high-impact interventions; the Program works toward sustainable scale-up to include the health systems that deliver these interventions. In addition to contributing to high-level technical and policy dialogue at the global level, the Program provides tailored technical assistance to help countries meet specific priorities and contextual needs of local RMNCH programs.",0.007084
1897,2019,United States,Madagascar,Measure Evaluation IV,13030,MEASURE EVALUATION IV,"13030. Measure Evaluation IV. MEASURE EVALUATION IV. The Monitoring and Evaluation to Assess and Use Results (MEASURE) Evaluation Phase IV Project builds on the decades-long commitment by the Bureau for Global Health to support health sector monitoring and evaluation and country health information system strengthening. The project is designed, in part, to further efforts of the U.S. Agency for International Development (USAID) to end preventable child and maternal deaths (EPCMD) by assisting partner governments and institutions to generate and make use of high-quality health systems data that can be used to guide decision-making on effective interventions. The strategic objective of the MEASURE Evaluation Phase IV Project is to enable countries to strengthen national, community, and facility-based systems to generate high quality health information that is used to inform decisions on policies, programs, and resource allocations at all levels of the health system.",0.022337
1898,2019,United States,Mozambique,Measure Evaluation IV,13040,MEASURE EVALUATION IV,"13040. Measure Evaluation IV. MEASURE EVALUATION IV. The Monitoring and Evaluation to Assess and Use Results (MEASURE) Evaluation Phase IV Project builds on the decades-long commitment by the Bureau for Global Health to support health sector monitoring and evaluation and country health information system strengthening. The project is designed, in part, to further efforts of the U.S. Agency for International Development (USAID) to end preventable child and maternal deaths (EPCMD) by assisting partner governments and institutions to generate and make use of high-quality health systems data that can be used to guide decision-making on effective interventions. The strategic objective of the MEASURE Evaluation Phase IV Project is to enable countries to strengthen national, community, and facility-based systems to generate high quality health information that is used to inform decisions on policies, programs, and resource allocations at all levels of the health system.",0.170322
1899,2019,United States,Kenya,Afya Jijini,13020,AFYA JIJINI,"13020. Afya Jijini. AFYA JIJINI. Afya Jijini will support integrated health service delivery in Nairobi County. Support for integrated services include HIV; tuberculosis; reproductive, maternal, newborn and child health; nutrition; WASH funds will support: HIV prevention, care and treatment interventionsANC, SBA, emergency obstetric care and essential newborn carePrevention and management of diarrhea and pneumonia through ORS/zinc, appropriate treatment and BCC in facility and community WASH activities through community sanitation, household and school-based hygiene practices ?Routine immunization; provision of quality nutrition services; capacity building on maternal and child nutrition; and provision of equipment, job aids and guidelinesForecasting, quantification and reporting of essential commodities at facility levelFP skills building, mentorship, counselling and provision of services in public and private sector facilities and by community health workers",0.069838
1900,2019,United States,"Bilateral, unspecified",Engage HCD (Human-Centered Design),13030,ENGAGE HCD (HUMAN-CENTERED DESIGN),"13030. Engage HCD (Human-Centered Design). ENGAGE HCD (HUMAN-CENTERED DESIGN). Human-centered design (HCD) places the target population and other important stakeholders at the center of the design and implementation process. HCD was developed in the private sector to integrate business and technology around human needs. There are two ways to leverage HCD in global health development work: designing for user needs (target the right user group for an offering or intervention, drive the adoption and scale-up of new health behaviors, and rapidly conceptualize, prototype, and test new interventions and ensure they are viable for the provider) and improving collaboration across diverse stakeholders (establish and communicate a shared mission and vision across stakeholders, create and promote methods within teams for increased collaboration, and improve data usage to support shared decision-making). Examples of this work include: driving demand for the use of chlorhexidine, and increasing the uptake of the dapivarine ring.",0.115608
1901,2019,United States,"South of Sahara, regional","USAID Communications, Utilities, and Rental Payments",13040,"USAID COMMUNICATIONS, UTILITIES, AND RENTAL PAYMENTS","13040. USAID Communications, Utilities, and Rental Payments. USAID COMMUNICATIONS, UTILITIES, AND RENTAL PAYMENTS. Administrative costs and operating expenses of USAID contributing to Communications, Utilities, and Rental Payments.",0.080772
1902,2019,United States,Malawi,Tiwalere II,12240,TIWALERE II,"12240. Tiwalere II. TIWALERE II. USAID/Malawi's Tiwalere II activity is a public-private partnership between USAID and Feed the Children and its corporate partners, Nu Skin and Procter and Gamble. Tiwalere II delivers high-impact interventions targeting children under the age of five and women, with special focus on the 1,000 days between conception and age two. The activity will finance community-level workers' efforts to consult with mothers and caregivers on the care and feeding practices of infants and young children. Tiwalere II will conduct nutrition education to improve knowledge and practices; strengthen community referral and support systems for pregnant women and children under the age of five; promote adequate women's nutrition, exclusive breastfeeding, and complementary feeding through social behavior change; construct boreholes and maintain non-functional ones; facilitate the creation of open defecation-free communities and promote access to improved water and sanitation services and the adoption of improved hygiene practices; and promote bed net usage to prevent malaria. The activity has interventions in irrigation farming, winter cropping, fruit tree propagation, and orange-fleshed sweet potato cultivation. The Care Group Model approach that Tiwalere provides at the community level serves as a powerful social and behavior change approach. The approach reinforces community members' confidence and the capacity and skills to act as agents of their own development process, and it fosters self reliance. The activity will improve the health and nutrition status of under-five children in targeted districts in central and northern Malawi and is fundamental to achieving Joint Regional Strategy Goal 4.3 - sustainably reducing hunger, malnutrition and poverty in sub-Saharan Africa. Good nutrition is essential to reducing maternal and child mortality around the world and reaching the Preventing Child and Maternal Deaths (PCMD) goals.",1.947922
1903,2019,United States,"South of Sahara, regional",Demographic and Health Surveys Phase 7 (DHS-7),13020,DEMOGRAPHIC AND HEALTH SURVEYS PHASE 7 (DHS-7),"13020. Demographic and Health Surveys Phase 7 (DHS-7). DEMOGRAPHIC AND HEALTH SURVEYS PHASE 7 (DHS-7). The DHS-7 contract will continue to be USAID's primary implementation mechanism for demographic and health data collection. The purpose of this contract is to improve the collection, analysis, and presentation of population, health, and nutrition data and to facilitate use of these data for planning, policy-making, and program management.",0.074544
1904,2019,United States,Mozambique,N'weti - Strengthening Civil Society Engagement to Improve Sexual and Reproductive Health and Service Delivery for Youth,13040,N'WETI - STRENGTHENING CIVIL SOCIETY ENGAGEMENT TO IMPROVE SEXUAL AND REPRODUCTIVE HEALTH AND SERVICE DELIVERY FOR YOUTH,"13040. N'weti - Strengthening Civil Society Engagement to Improve Sexual and Reproductive Health and Service Delivery for Youth. N'WETI - STRENGTHENING CIVIL SOCIETY ENGAGEMENT TO IMPROVE SEXUAL AND REPRODUCTIVE HEALTH AND SERVICE DELIVERY FOR YOUTH. The overall goal of this activity is to contribute to improved sexual and reproductive health and increased knowledge of family planning rights among youth aged 15-24 in Maputo City, Maputo, Nampula and Gaza Provinces.",0
1905,2019,United States,Kenya,WHO: Polio & Immunizations (Health and Emergency Response Support),13020,WHO: POLIO & IMMUNIZATIONS (HEALTH AND EMERGENCY RESPONSE SUPPORT),"13020. WHO: Polio & Immunizations (Health and Emergency Response Support). WHO: POLIO & IMMUNIZATIONS (HEALTH AND EMERGENCY RESPONSE SUPPORT). This grant supports activities implemented through WHO country, regional and headquarter offices in support of polio eradication in the context of strengthening immunization and disease control programs. The grant supports USAIDs five-part polio eradication strategy: 1) Partnerships between all interested public and private sector parties; 2) Routine immunization and immunization systems: cold chain; 3) refurbishment/management; 4) Logistics, vaccine forecasting, planning and budgeting at the district; and 5) national levels. Supplemental immunization, operational support to National ImmunizationDays, social mobilization, house-to-house mop upimmunization; Surveillance and case detection for AFP and other reportable diseases;and Information feedback and use.",0.286181
1906,2019,United States,Malawi,"Reaching Impact, Saturation and Epidemic Control (RISE)",13040,"REACHING IMPACT, SATURATION AND EPIDEMIC CONTROL (RISE)","13040. Reaching Impact, Saturation and Epidemic Control (RISE). REACHING IMPACT, SATURATION AND EPIDEMIC CONTROL (RISE). RISE, a 5-year global project funded by the U.S. Presidents Emergency Plan for AIDS Relief (PEPFAR) and the U.S. Agency for International Development (USAID), works with countries to achieve a shared vision of attaining and maintaining epidemic control, with stronger local partners capable of managing and achieving results through sustainable, self-reliant, and resilient health systems by 2024. RISEs contributions to this work will lead to fewer new HIV infections, decreased HIV-related morbidity and mortality, and increased quality of life for people living with HIV. With USAID PEPFAR investments,  RISE supports countries to achieve and maintain epidemic control by providing strategic technical assistance and direct service delivery to improve HIV prevention, case finding, treatment programming, and viral load suppression.",0.418842
1907,2019,United States,Myanmar,U.S. Centers for Disease Control and Prevention: Unspecified Health Activities,12110,U.S. CENTERS FOR DISEASE CONTROL AND PREVENTION: UNSPECIFIED HEALTH ACTIVITIES,12110. U.S. Centers for Disease Control and Prevention: Unspecified Health Activities. U.S. CENTERS FOR DISEASE CONTROL AND PREVENTION: UNSPECIFIED HEALTH ACTIVITIES. U.S. Centers for Disease Control and Prevention: Unspecified Health Activities,0.010079
1908,2019,United States,Thailand,USAID Travel and Transportation,12220,USAID TRAVEL AND TRANSPORTATION,12220. USAID Travel and Transportation. USAID TRAVEL AND TRANSPORTATION. Administrative costs and operating expenses of USAID contributing to Travel and Transportation.,0.001147
1909,2019,United States,Tanzania,MELAMP: Data for Development (D4D),13010,MELAMP: DATA FOR DEVELOPMENT (D4D),"13010. MELAMP: Data for Development (D4D). MELAMP: DATA FOR DEVELOPMENT (D4D). Data for Development provides services to support the improvement of data-driven decision-making, planning and implementation for the USAID/Tanzania Mission, its implementing partners, and strategic local partners, including the National Bureau of Statistics and other Tanzanian institutions. The specific objectives are:1) Evaluation/Assessment/Research Services Improved.",0.597517
1910,2019,United States,Cameroon,U.S. Peace Corps Direct Volunteer Support,12220,U.S. PEACE CORPS DIRECT VOLUNTEER SUPPORT,12220. U.S. Peace Corps Direct Volunteer Support. U.S. PEACE CORPS DIRECT VOLUNTEER SUPPORT. The U.S. President's Emergency Plan for AIDS Relief – PEPFAR (Global Health and Child Survival - GHCS),0
1911,2019,United States,Mongolia,U.S. Peace Corps Volunteer In-Service Training,12220,U.S. PEACE CORPS VOLUNTEER IN-SERVICE TRAINING,"12220. U.S. Peace Corps Volunteer In-Service Training. U.S. PEACE CORPS VOLUNTEER IN-SERVICE TRAINING. All costs incurred for in-service training of volunteers in Mongolia during their service, including language tutoring, workshops, and conferences.",0.017477
1912,2019,United States,Belize,U.S. Peace Corps Volunteer Medical Support,12220,U.S. PEACE CORPS VOLUNTEER MEDICAL SUPPORT,"12220. U.S. Peace Corps Volunteer Medical Support. U.S. PEACE CORPS VOLUNTEER MEDICAL SUPPORT. All costs associated with the medical support of volunteers in Belize. Includes costs of medical staff and care, staff and Volunteer medical-related travel, Volunteer medevac accompaniment travel, medical supplies, and distinct medical unit costs.",0.14223
1913,2019,United States,Tanzania,U.S. Peace Corps Volunteer Medical Support,12220,U.S. PEACE CORPS VOLUNTEER MEDICAL SUPPORT,12220. U.S. Peace Corps Volunteer Medical Support. U.S. PEACE CORPS VOLUNTEER MEDICAL SUPPORT. The U.S. President's Emergency Plan for AIDS Relief – PEPFAR (Global Health Programs - GHP) aiming to reach sustainable control of the HIV/AIDS epidemic,0.013745
1914,2019,United States,Lesotho,U.S. Peace Corps Volunteer Safety and Security,12220,U.S. PEACE CORPS VOLUNTEER SAFETY AND SECURITY,12220. U.S. Peace Corps Volunteer Safety and Security. U.S. PEACE CORPS VOLUNTEER SAFETY AND SECURITY. The U.S. President's Emergency Plan for AIDS Relief – PEPFAR (Global Health Programs - GHP) aiming to reach sustainable control of the HIV/AIDS epidemic,0.010023
1915,2019,United States,Zambia,Demographic and Health Surveys (DHS-8),13020,DEMOGRAPHIC AND HEALTH SURVEYS (DHS-8),"13020. Demographic and Health Surveys (DHS-8). DEMOGRAPHIC AND HEALTH SURVEYS (DHS-8). The Demographic and Health Surveys (DHS-8) Program assists participating countries in implementing household and facility-based surveys, analyzing data stemming from these surveys, and facilitating use of these data to support evidence-informed decision making. The DHS-8 contract will continue to be USAID's primary implementation mechanism for demographic and health data collection with activities yielding improved tools, methods, partnerships, and technical guidance to collect quality population, health, and nutrition data. Project activities will also increase in-country individual and institutional capacity for identification of data needs and for survey design, management, and data collection to meet those needs. DHS-8 will disseminate program survey data and information through multiple mechanisms including country specific DHS reports, curricula for professionals, peer reviewed journal publications that use DHS data, and the DHS website. These dissemination activities improve the availability of DHS Program survey data and information, advance analysis and synthesis of DHS Program survey data, and improve facilitation of DHS Program data use among stakeholders worldwide. Through the project's capacity building and dissemination activities, DHS-8 will continue to build on past investment and support countries on their transition to self-reliance.",0
1916,2019,United States,"Bilateral, unspecified",Demographic and Health Surveys (DHS-8),13030,DEMOGRAPHIC AND HEALTH SURVEYS (DHS-8),"13030. Demographic and Health Surveys (DHS-8). DEMOGRAPHIC AND HEALTH SURVEYS (DHS-8). The Demographic and Health Surveys (DHS-8) Program assists participating countries in implementing household and facility-based surveys, analyzing data stemming from these surveys, and facilitating use of these data to support evidence-informed decision making. The DHS-8 contract will continue to be USAID's primary implementation mechanism for demographic and health data collection with activities yielding improved tools, methods, partnerships, and technical guidance to collect quality population, health, and nutrition data. Project activities will also increase in-country individual and institutional capacity for identification of data needs and for survey design, management, and data collection to meet those needs. DHS-8 will disseminate program survey data and information through multiple mechanisms including country specific DHS reports, curricula for professionals, peer reviewed journal publications that use DHS data, and the DHS website. These dissemination activities improve the availability of DHS Program survey data and information, advance analysis and synthesis of DHS Program survey data, and improve facilitation of DHS Program data use among stakeholders worldwide. Through the project's capacity building and dissemination activities, DHS-8 will continue to build on past investment and support countries on their transition to self-reliance.",2.228012
1917,2019,United States,Zimbabwe,USAID Pay and Benefits,13010,USAID PAY AND BENEFITS,13010. USAID Pay and Benefits. USAID PAY AND BENEFITS. Administrative costs and operating expenses of USAID contributing to Payrolls and Benefits.,0
1918,2019,United States,Rwanda,GIMBUKA,12240,GIMBUKA,"12240. GIMBUKA. GIMBUKA. Caritas-Rwanda will continue to improve the nutritional status of mothers and children (especially those under 2 years of age) through community-based interventions in nine districts. The project will seek to improve the well-being of HIV/AIDS-affected orphans and vulnerable children (OVC) and improve the nutritional status of adults living with HIV through cooking demonstrations, nutrition assessments (anthropometric measurements) and nutrition counseling. Of the 73,482 people supported under this program, 14,416 are OVCs, 36,000 are children under five years, and 7,200 are pregnant and lactating women. The project uses cost effective community-based solutions like internal savings and loan groups, farmers field schools and the positive deviance hearth model to address nutritional and financial needs of beneficiaries, with emphasis on resilience and empowerment through economic strengthening, food security, nutrition and hygiene, and increased access to health services.",0.218191
1919,2019,United States,Malawi,Malawi Scholarship Program (MSP),13020,MALAWI SCHOLARSHIP PROGRAM (MSP),"13020. Malawi Scholarship Program (MSP). MALAWI SCHOLARSHIP PROGRAM (MSP). The Malawi Scholarship Program (MSP) is a six-year academic exchange designed to build the capacity of Malawis health service delivery and management sector. Since October 2012, the program has supported training at the masters level for 33 Malawi health professionals in public health, human nutrition, and family planning and reproductive health to upgrade their technical and professional knowledge at US and African universities. The Forum for African Women Educationalists, World Learnings in-country partner, assists with program implementation, orientation, and will support post-training activities.",0
1920,2019,United States,"Bilateral, unspecified",Maternal and Child Health,13020,MATERNAL AND CHILD HEALTH,"13020. Maternal and Child Health. MATERNAL AND CHILD HEALTH. Increase the availability and use of proven life-saving interventions that address the major killers of mothers and children and improve their health and nutrition status, including effective maternity care and management of obstetric complications; prevention services including newborn care, routine immunization, polio eradication, safe water and hygiene, and micronutrients; improved maternal, infant and young child feeding; and treatment of life-threatening childhood illnesses.",0.434009
1921,2019,United States,Malawi,Crisis Assistance and Recovery,72010,CRISIS ASSISTANCE AND RECOVERY,"72010. Crisis Assistance and Recovery. CRISIS ASSISTANCE AND RECOVERY. Provide goods, personnel, services and assistance to meet basic human needs in order to foster transition from relief according to principles of universality, impartiality and human dignity. This element should be done, when possible, as part of an integrated, coordinated and/or multi-sectoral approach.",0
1922,2019,United States,Burkina Faso,"Protecting and Improving Health Globally:Building and Strengthening Public Health Impact, Systems,Capacity and Security",12250,"PROTECTING AND IMPROVING HEALTH GLOBALLY:BUILDING AND STRENGTHENING PUBLIC HEALTH IMPACT, SYSTEMS,CAPACITY AND SECURITY","12250. Protecting and Improving Health Globally:Building and Strengthening Public Health Impact, Systems,Capacity and Security. PROTECTING AND IMPROVING HEALTH GLOBALLY:BUILDING AND STRENGTHENING PUBLIC HEALTH IMPACT, SYSTEMS,CAPACITY AND SECURITY. Global Health Security Partner Engagement: Expanding Efforts and Strategies to Protect and Improve Public Health Globally. U.S. Centers for Disease Control and Prevention (CDC) global health efforts are to assist Ministries of Health and other international partners to plan, manage effectively, and evaluate public health programs; achieve U.S. Government program and international organization goals to improve health, including disease eradication and elimination targets; expand CDC's global health programs that focus on the leading causes of worldwide mortality, morbidity and disability, including chronic disease and injuries; generate and apply new knowledge to achieve health goals; and, strengthen health systems and their impact.",0
1923,2019,United States,Democratic Republic of the Congo,USAID/OFDA Grant for DRC/Complex Emergency,72010,USAID/OFDA GRANT FOR DRC/COMPLEX EMERGENCY,"72010. USAID/OFDA Grant for DRC/Complex Emergency. USAID/OFDA GRANT FOR DRC/COMPLEX EMERGENCY. To provide vital water, sanitation, and hygiene assistance to conflict-affected people in eastern DRC.",0
1924,2019,United States,Kenya,"USAID Communications, Utilities, and Rental Payments",13040,"USAID COMMUNICATIONS, UTILITIES, AND RENTAL PAYMENTS","13040. USAID Communications, Utilities, and Rental Payments. USAID COMMUNICATIONS, UTILITIES, AND RENTAL PAYMENTS. Administrative costs and operating expenses of USAID contributing to Communications, Utilities, and Rental Payments.",0
1925,2019,United States,Ethiopia,"Protection, Assistance and Solutions",72050,"PROTECTION, ASSISTANCE AND SOLUTIONS","72050. Protection, Assistance and Solutions. PROTECTION, ASSISTANCE AND SOLUTIONS. The provision of effective protection, assistance, and durable solutions for refugees, internally displaced persons (IDPs), and other victims of conflict and disasters.",1.493398
1926,2019,United States,Viet Nam,"Protecting and Improving Health Globally:Building and Strengthening Public Health Impact, Systems,Capacity and Security",12250,"PROTECTING AND IMPROVING HEALTH GLOBALLY:BUILDING AND STRENGTHENING PUBLIC HEALTH IMPACT, SYSTEMS,CAPACITY AND SECURITY","12250. Protecting and Improving Health Globally:Building and Strengthening Public Health Impact, Systems,Capacity and Security. PROTECTING AND IMPROVING HEALTH GLOBALLY:BUILDING AND STRENGTHENING PUBLIC HEALTH IMPACT, SYSTEMS,CAPACITY AND SECURITY. Partnering with Regional Institutes to Strengthen Essential Public Health Functions in Vietnam. U.S. Centers for Disease Control and Prevention (CDC) global health efforts are to assist Ministries of Health and other international partners to plan, manage effectively, and evaluate public health programs; achieve U.S. Government program and international organization goals to improve health, including disease eradication and elimination targets; expand CDC's global health programs that focus on the leading causes of worldwide mortality, morbidity and disability, including chronic disease and injuries; generate and apply new knowledge to achieve health goals; and, strengthen health systems and their impact.",0.027853
1927,2019,United States,Mozambique,Reducing Infections through Support and Education,13040,REDUCING INFECTIONS THROUGH SUPPORT AND EDUCATION,"13040. Reducing Infections through Support and Education. REDUCING INFECTIONS THROUGH SUPPORT AND EDUCATION. The purpose of this project is to support healthy, thriving communities to achieve an AIDS-free generation and end preventable maternal and child deaths in the Southern African Region.",0.062471
1928,2019,United States,Pakistan,"USAID Communications, Utilities, and Rental Payments",72050,"USAID COMMUNICATIONS, UTILITIES, AND RENTAL PAYMENTS","72050. USAID Communications, Utilities, and Rental Payments. USAID COMMUNICATIONS, UTILITIES, AND RENTAL PAYMENTS. Administrative costs and operating expenses of USAID contributing to Communications, Utilities, and Rental Payments.",1.50E-05
1929,2019,United States,"America, regional",Other Public Health Threats,12220,OTHER PUBLIC HEALTH THREATS,12220. Other Public Health Threats. OTHER PUBLIC HEALTH THREATS. Address public health threats posed by infectious diseases not targeted elsewhere in the Framework as well as significant non-communicable health threats of major public health importance.,0
1930,2019,United States,"Bilateral, unspecified",2019 International Committee of the Red Cross (ICRC) Appeal,72010,2019 INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC) APPEAL,"72010. 2019 International Committee of the Red Cross (ICRC) Appeal. 2019 INTERNATIONAL COMMITTEE OF THE RED CROSS (ICRC) APPEAL. United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Committee of the Red Cross]",25.738
1931,2019,United States,"Bilateral, unspecified",Global Development Lab: Rapid Feedback Mechanism - MERLIN,12263,GLOBAL DEVELOPMENT LAB: RAPID FEEDBACK MECHANISM - MERLIN,"12263. Global Development Lab: Rapid Feedback Mechanism - MERLIN. GLOBAL DEVELOPMENT LAB: RAPID FEEDBACK MECHANISM - MERLIN. These funds will be used to design and test an approach to improving program effectiveness using a series of rapid, short-term tests or analyses to provide decision makers with timely and actionable evidence o whether operational variatons can improve program outcomes cost effectively. By embedding compressed feedback loops into ongoing program implementation rather than at the end of program implementation, the Rapid Feedback approach offers results geared at program improvements, in constrast to traditional evaluation approaches.",0.0738
1932,2019,United States,Sudan,USAID/OFDA Grant for Sudan/CE Darfur,72050,USAID/OFDA GRANT FOR SUDAN/CE DARFUR,72050. USAID/OFDA Grant for Sudan/CE Darfur. USAID/OFDA GRANT FOR SUDAN/CE DARFUR. South and East Darfur Emergency Assistance to Vulnerable Populations,0
